img_no,img_path,property_age_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
8255,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008255.jpg,0.0054,0.0113,0.0046,0.0025,0.0043,0.0043
8256,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008256.jpg,0.0176,0.0213,0.0414,0.0162,0.0021,0.0071
8257,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008257.jpg,0.0354,0.0779,0.052,0.0269,0.0073,0.0127
8258,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008258.jpg,0.0002,0.0003,0.0003,0.0002,0.0001,0.0002
8259,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008259.jpg,0.0042,0.0066,0.0101,0.0027,0.0005,0.0012
8260,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008260.jpg,0.3524,0.5934,0.4509,0.1567,0.4552,0.1058
8261,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008261.jpg,0.0212,0.0375,0.0254,0.0179,0.0072,0.0179
8262,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008262.jpg,0.0036,0.0076,0.0044,0.0017,0.0017,0.0023
8263,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008263.jpg,0.0005,0.0004,0.0015,0.0005,0.0,0.0001
8264,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008264.jpg,0.9856,0.9903,0.9855,0.9883,0.9963,0.9676
8265,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008265.jpg,0.0011,0.0014,0.0028,0.0008,0.0002,0.0006
8266,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008266.jpg,0.3977,0.5336,0.0958,0.5866,0.6871,0.0852
8267,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008267.jpg,0.0075,0.0168,0.0069,0.004,0.0042,0.0054
8268,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008268.jpg,0.0143,0.03,0.0081,0.0009,0.025,0.0076
8269,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008269.jpg,0.0044,0.0088,0.0048,0.0036,0.0016,0.0034
8270,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008270.jpg,0.0011,0.0024,0.0019,0.0008,0.0002,0.0004
8271,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008271.jpg,0.0145,0.0292,0.0128,0.0038,0.0205,0.0063
8272,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008272.jpg,0.0242,0.0518,0.0084,0.0192,0.0333,0.0081
8273,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008273.jpg,0.0054,0.0034,0.0161,0.0018,0.0002,0.0058
8274,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008274.jpg,0.002,0.0022,0.0035,0.0017,0.001,0.0017
8275,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008275.jpg,0.0015,0.0024,0.0037,0.0013,0.0001,0.0002
8276,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008276.jpg,0.0085,0.0127,0.0034,0.0136,0.0073,0.0053
8277,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008277.jpg,0.0044,0.0077,0.0075,0.003,0.0015,0.0023
8278,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008278.jpg,0.8215,0.9827,0.9794,0.3579,0.9983,0.7894
8279,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008279.jpg,0.0016,0.003,0.0015,0.0008,0.0017,0.0007
8280,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008280.jpg,0.011,0.0238,0.0124,0.0095,0.0071,0.0024
8281,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008281.jpg,0.0015,0.002,0.0037,0.0007,0.0009,0.0002
8282,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008282.jpg,0.0019,0.0021,0.0011,0.0024,0.0015,0.0025
8283,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008283.jpg,0.0489,0.0857,0.0962,0.0176,0.0292,0.0158
8284,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008284.jpg,0.0015,0.0016,0.0036,0.0014,0.0002,0.0008
8285,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008285.jpg,0.018,0.0391,0.0056,0.0056,0.0167,0.023
8286,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008286.jpg,0.0884,0.145,0.1736,0.0242,0.0568,0.0425
8287,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008287.jpg,0.0026,0.0039,0.0033,0.0018,0.0007,0.003
8288,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008288.jpg,0.0214,0.0395,0.0266,0.013,0.0014,0.0267
8289,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008289.jpg,0.0004,0.0006,0.0007,0.0002,0.0001,0.0002
8290,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008290.jpg,0.0384,0.0437,0.0075,0.0042,0.1171,0.0197
8291,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008291.jpg,0.0002,0.0005,0.0004,0.0002,0.0,0.0001
8292,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008292.jpg,0.0118,0.0135,0.035,0.0061,0.0007,0.0038
8293,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008293.jpg,0.0023,0.0028,0.006,0.0003,0.0003,0.0018
8294,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008294.jpg,0.0016,0.0027,0.0022,0.0007,0.0013,0.0013
8295,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008295.jpg,0.011,0.0086,0.0072,0.0027,0.0326,0.0037
8296,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008296.jpg,0.0004,0.0004,0.0004,0.0002,0.0008,0.0004
8297,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008297.jpg,0.0165,0.0203,0.0399,0.0166,0.0023,0.0035
8298,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008298.jpg,0.002,0.0071,0.001,0.001,0.0007,0.0005
8299,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008299.jpg,0.0006,0.0008,0.0014,0.0005,0.0001,0.0002
8300,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008300.jpg,0.0533,0.0834,0.1256,0.0241,0.0048,0.0286
8301,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008301.jpg,0.0314,0.008,0.0512,0.0164,0.0097,0.0716
8302,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008302.jpg,0.0016,0.0027,0.0026,0.0018,0.0005,0.0004
8303,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008303.jpg,0.1653,0.215,0.2847,0.0479,0.2674,0.0112
8304,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008304.jpg,0.0079,0.0209,0.0054,0.0059,0.0024,0.0047
8305,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008305.jpg,0.9002,0.9355,0.8987,0.8664,0.9823,0.8179
8306,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008306.jpg,0.0029,0.0033,0.0019,0.0062,0.0006,0.0024
8307,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008307.jpg,0.0006,0.0005,0.0009,0.0009,0.0002,0.0007
8308,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008308.jpg,0.0029,0.0052,0.0062,0.0013,0.0008,0.0012
8309,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008309.jpg,0.006,0.0099,0.0034,0.0063,0.0019,0.0086
8310,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008310.jpg,0.0021,0.003,0.0037,0.0012,0.0002,0.0024
8311,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008311.jpg,0.0089,0.0202,0.0048,0.0048,0.0079,0.0068
8312,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008312.jpg,0.784,0.8054,0.8206,0.855,0.98,0.4591
8313,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008313.jpg,0.0015,0.002,0.0033,0.0011,0.0003,0.0008
8314,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008314.jpg,0.4369,0.7451,0.3741,0.2939,0.3913,0.3798
8315,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008315.jpg,0.0167,0.0453,0.0045,0.0023,0.0207,0.0106
8316,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008316.jpg,0.0031,0.0028,0.0046,0.0034,0.0003,0.0045
8317,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008317.jpg,0.0832,0.2182,0.0607,0.0937,0.0198,0.0235
8318,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008318.jpg,0.0013,0.0021,0.0016,0.0011,0.0001,0.0015
8319,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008319.jpg,0.008,0.0059,0.0089,0.0015,0.0233,0.0006
8320,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008320.jpg,0.0387,0.0262,0.0102,0.0305,0.0319,0.095
8321,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008321.jpg,0.0042,0.0069,0.0023,0.0052,0.0009,0.0059
8322,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008322.jpg,0.0015,0.0022,0.0016,0.0011,0.0009,0.0017
8323,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008323.jpg,0.003,0.007,0.0014,0.0011,0.0025,0.0028
8324,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008324.jpg,0.0077,0.015,0.008,0.0011,0.0081,0.0063
8325,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008325.jpg,0.0006,0.0003,0.0019,0.0001,0.0,0.0005
8326,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008326.jpg,0.0063,0.011,0.0067,0.0063,0.0062,0.0014
8327,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008327.jpg,0.0608,0.1813,0.0653,0.0271,0.0195,0.0109
8328,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008328.jpg,0.0006,0.0008,0.0018,0.0003,0.0002,0.0001
8329,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008329.jpg,0.0043,0.0067,0.0111,0.0016,0.0007,0.0015
8330,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008330.jpg,0.0227,0.0354,0.0204,0.0149,0.0012,0.0415
8331,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008331.jpg,0.0125,0.0236,0.0122,0.0071,0.0108,0.0088
8332,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008332.jpg,0.0006,0.0005,0.002,0.0003,0.0001,0.0001
8333,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008333.jpg,0.0054,0.008,0.0043,0.0059,0.0042,0.0046
8334,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008334.jpg,0.0012,0.0006,0.0003,0.0012,0.0034,0.0006
8335,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008335.jpg,0.0004,0.0006,0.0009,0.0002,0.0001,0.0001
8336,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008336.jpg,0.0169,0.0347,0.0218,0.0026,0.0062,0.0193
8337,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008337.jpg,0.0069,0.0091,0.0089,0.0011,0.0103,0.0053
8338,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008338.jpg,0.1116,0.1118,0.0343,0.0341,0.3044,0.0732
8339,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008339.jpg,0.0022,0.0021,0.0013,0.0011,0.0004,0.0062
8340,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008340.jpg,0.0008,0.001,0.0017,0.0011,0.0001,0.0003
8341,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008341.jpg,0.0227,0.0674,0.0248,0.0076,0.0061,0.0078
8342,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008342.jpg,0.0009,0.0018,0.0009,0.001,0.0002,0.0005
8343,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008343.jpg,0.0052,0.0144,0.0031,0.0044,0.0003,0.0037
8344,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008344.jpg,0.0389,0.0807,0.0577,0.0357,0.0114,0.0087
8345,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008345.jpg,0.0064,0.0084,0.0132,0.0018,0.0005,0.008
8346,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008346.jpg,0.0007,0.0016,0.0007,0.0003,0.0001,0.001
8347,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008347.jpg,0.1146,0.0412,0.1256,0.2005,0.0971,0.1087
8348,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008348.jpg,0.0014,0.0024,0.0021,0.0003,0.0002,0.002
8349,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008349.jpg,0.0018,0.0022,0.0016,0.0024,0.0006,0.0024
8350,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008350.jpg,0.0349,0.0896,0.0546,0.0167,0.0061,0.0076
8351,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008351.jpg,0.0044,0.0093,0.005,0.0025,0.0012,0.004
8352,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008352.jpg,0.712,0.9443,0.4473,0.5528,0.7936,0.8219
8353,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008353.jpg,0.0011,0.0013,0.0018,0.0012,0.0007,0.0008
8354,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008354.jpg,0.0098,0.02,0.0087,0.0014,0.0153,0.0035
8355,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008355.jpg,0.001,0.0013,0.0025,0.0006,0.0002,0.0002
8356,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008356.jpg,0.0189,0.0649,0.0097,0.0091,0.004,0.0069
8357,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008357.jpg,0.0098,0.0177,0.0174,0.0022,0.004,0.0078
8358,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008358.jpg,0.0012,0.0016,0.0016,0.0016,0.0002,0.001
8359,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008359.jpg,0.0059,0.0128,0.0023,0.003,0.0014,0.0102
8360,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008360.jpg,0.0008,0.0011,0.0025,0.0003,0.0,0.0002
8361,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008361.jpg,0.0203,0.0268,0.0287,0.034,0.0036,0.0087
8362,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008362.jpg,0.0042,0.0066,0.0075,0.0036,0.0003,0.0029
8363,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008363.jpg,0.0406,0.1166,0.0386,0.0197,0.0106,0.0172
8364,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008364.jpg,0.0709,0.0745,0.0698,0.1202,0.0155,0.0747
8365,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008365.jpg,0.0362,0.0393,0.0392,0.0609,0.0325,0.0091
8366,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008366.jpg,0.1393,0.358,0.0783,0.0778,0.0777,0.1045
8367,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008367.jpg,0.8308,0.9518,0.8881,0.9543,0.9977,0.3619
8368,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008368.jpg,0.0009,0.0017,0.0015,0.0004,0.0006,0.0004
8369,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008369.jpg,0.003,0.0017,0.0032,0.0005,0.0091,0.0007
8370,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008370.jpg,0.0802,0.1444,0.1123,0.0154,0.0918,0.0371
8371,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008371.jpg,0.0008,0.0021,0.0006,0.0003,0.0004,0.0009
8372,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008372.jpg,0.0014,0.0028,0.003,0.0004,0.0003,0.0004
8373,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008373.jpg,0.0238,0.0404,0.0437,0.0155,0.0102,0.0091
8374,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008374.jpg,0.0014,0.0016,0.001,0.0005,0.0015,0.0022
8375,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008375.jpg,0.0112,0.0129,0.011,0.0163,0.0035,0.0121
8376,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008376.jpg,0.015,0.0191,0.0466,0.0048,0.0007,0.0038
8377,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008377.jpg,0.4961,0.397,0.306,0.3784,0.988,0.4108
8378,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008378.jpg,0.0369,0.0843,0.0196,0.0471,0.01,0.0236
8379,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008379.jpg,0.0022,0.004,0.002,0.0032,0.0002,0.0017
8380,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008380.jpg,0.0018,0.0046,0.0023,0.0013,0.0005,0.0004
8381,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008381.jpg,0.326,0.4095,0.4411,0.2397,0.4436,0.0959
8382,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008382.jpg,0.2401,0.5158,0.3105,0.242,0.0045,0.1278
8383,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008383.jpg,0.0077,0.0173,0.0027,0.0039,0.0031,0.0115
8384,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008384.jpg,0.0013,0.0016,0.0033,0.0009,0.0001,0.0005
8385,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008385.jpg,0.01,0.0199,0.006,0.0197,0.0005,0.0042
8386,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008386.jpg,0.0005,0.0006,0.0004,0.0002,0.0001,0.0014
8387,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008387.jpg,0.0182,0.0614,0.0154,0.0099,0.0017,0.0028
8388,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008388.jpg,0.051,0.1109,0.0678,0.0368,0.0344,0.0051
8389,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008389.jpg,0.0019,0.0039,0.0026,0.0022,0.0001,0.0009
8390,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008390.jpg,0.0039,0.0059,0.0024,0.0039,0.0019,0.0054
8391,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008391.jpg,0.0003,0.0005,0.0004,0.0003,0.0001,0.0002
8392,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008392.jpg,0.003,0.0048,0.0039,0.0027,0.0006,0.0031
8393,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008393.jpg,0.3479,0.672,0.2524,0.1093,0.4992,0.2067
8394,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008394.jpg,0.002,0.0037,0.0011,0.0032,0.0005,0.0014
8395,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008395.jpg,0.0986,0.1589,0.0221,0.2352,0.0221,0.0547
8396,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008396.jpg,0.0563,0.1349,0.0659,0.0553,0.0098,0.0156
8397,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008397.jpg,0.0036,0.002,0.0041,0.0011,0.0057,0.0054
8398,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008398.jpg,0.0047,0.0079,0.0085,0.002,0.0025,0.0026
8399,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008399.jpg,0.0238,0.0242,0.0485,0.0141,0.0095,0.0228
8400,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008400.jpg,0.0102,0.0185,0.0105,0.0097,0.0072,0.0051
8401,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008401.jpg,0.0495,0.0887,0.072,0.045,0.0019,0.0398
8402,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008402.jpg,0.0105,0.0313,0.0044,0.0068,0.0014,0.0085
8403,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008403.jpg,0.0089,0.0122,0.0037,0.0142,0.003,0.0114
8404,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008404.jpg,0.0345,0.0776,0.0419,0.0348,0.0036,0.0146
8405,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/008405.jpg,0.0016,0.0033,0.0015,0.0011,0.0005,0.0019
