img_no,img_path,property_glass_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
9360,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009360.jpg,0.8847,0.8309,0.769,0.9316,0.9615,0.9307
9361,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009361.jpg,0.0011,0.0008,0.003,0.0003,0.0005,0.0008
9362,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009362.jpg,0.0008,0.0002,0.0025,0.0,0.0003,0.0007
9363,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009363.jpg,0.0045,0.0032,0.017,0.0004,0.0005,0.0012
9364,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009364.jpg,0.0017,0.0017,0.0048,0.0001,0.0002,0.0019
9365,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009365.jpg,0.0003,0.0004,0.0006,0.0,0.0,0.0002
9366,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009366.jpg,0.0014,0.0002,0.0036,0.0,0.0005,0.0025
9367,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009367.jpg,0.0077,0.0042,0.0055,0.0002,0.0005,0.0282
9368,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009368.jpg,0.8895,0.7447,0.8625,0.934,0.9554,0.9508
9369,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009369.jpg,0.0002,0.0,0.0009,0.0,0.0,0.0002
9370,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009370.jpg,0.0072,0.0011,0.0292,0.0016,0.0005,0.0033
9371,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009371.jpg,0.0102,0.002,0.0336,0.0001,0.0017,0.0138
9372,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009372.jpg,0.0032,0.0035,0.004,0.0001,0.0006,0.0079
9373,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009373.jpg,0.0014,0.0006,0.0049,0.0001,0.0002,0.0009
9374,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009374.jpg,0.0005,0.0004,0.0007,0.0,0.0001,0.0014
9375,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009375.jpg,0.006,0.0054,0.0143,0.0016,0.0052,0.0033
9376,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009376.jpg,0.0012,0.0002,0.0057,0.0,0.0001,0.0002
9377,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009377.jpg,0.0059,0.0051,0.0167,0.003,0.0003,0.0046
9378,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009378.jpg,0.0651,0.0381,0.126,0.054,0.0846,0.0225
9379,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009379.jpg,0.0033,0.0002,0.0128,0.0003,0.0016,0.0017
9380,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009380.jpg,0.0002,0.0001,0.0004,0.0001,0.0001,0.0001
9381,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009381.jpg,0.0034,0.0009,0.0095,0.0004,0.0003,0.0059
9382,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009382.jpg,0.0038,0.0028,0.0001,0.0,0.0,0.016
9383,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009383.jpg,0.0012,0.0004,0.0017,0.0,0.0001,0.0036
9384,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009384.jpg,0.0003,0.0004,0.0006,0.0,0.0001,0.0002
9385,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009385.jpg,0.0004,0.0001,0.0009,0.0,0.0001,0.0008
9386,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009386.jpg,0.0044,0.0,0.0146,0.0,0.0067,0.0007
9387,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009387.jpg,0.7045,0.8485,0.9356,0.5546,0.8097,0.374
9388,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009388.jpg,0.0001,0.0002,0.0004,0.0,0.0,0.0002
9389,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009389.jpg,0.0057,0.0015,0.021,0.0009,0.0028,0.002
9390,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009390.jpg,0.0045,0.0006,0.0179,0.0008,0.0007,0.0023
9391,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009391.jpg,0.0008,0.0001,0.0026,0.0003,0.0006,0.0005
9392,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009392.jpg,0.0029,0.0024,0.0075,0.001,0.0006,0.0028
9393,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009393.jpg,0.0032,0.0092,0.0048,0.0002,0.0003,0.0016
9394,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009394.jpg,0.0123,0.0318,0.0148,0.0013,0.0006,0.0128
9395,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009395.jpg,0.0078,0.0256,0.0037,0.0054,0.0002,0.0042
9396,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009396.jpg,0.0003,0.0,0.0007,0.0,0.0001,0.0008
9397,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009397.jpg,0.0027,0.0027,0.0039,0.0,0.0003,0.0065
9398,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009398.jpg,0.0012,0.0003,0.0048,0.0002,0.0003,0.0003
9399,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009399.jpg,0.0013,0.0017,0.003,0.0001,0.0004,0.0012
9400,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009400.jpg,0.0013,0.0004,0.0043,0.0,0.0001,0.0016
9401,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009401.jpg,0.0003,0.0001,0.0003,0.0,0.0,0.0012
9402,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009402.jpg,0.001,0.0005,0.0027,0.0001,0.0007,0.0008
9403,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009403.jpg,0.0003,0.0001,0.0005,0.0,0.0002,0.0008
9404,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009404.jpg,0.0005,0.0007,0.0009,0.0001,0.0002,0.0004
9405,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009405.jpg,0.0254,0.007,0.1015,0.0068,0.0026,0.009
9406,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009406.jpg,0.0002,0.0,0.0004,0.0,0.0001,0.0007
9407,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009407.jpg,0.0793,0.0474,0.1661,0.1249,0.0313,0.0266
9408,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009408.jpg,0.0009,0.0022,0.001,0.0001,0.0001,0.0013
9409,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009409.jpg,0.0012,0.0001,0.0028,0.0,0.0004,0.0028
9410,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009410.jpg,0.0014,0.0035,0.0022,0.0,0.0005,0.0008
9411,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009411.jpg,0.0003,0.0001,0.0007,0.0001,0.0002,0.0006
9412,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009412.jpg,0.0025,0.0021,0.0087,0.0001,0.0004,0.0012
9413,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009413.jpg,0.0002,0.0001,0.0008,0.0,0.0001,0.0001
9414,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009414.jpg,0.0235,0.0622,0.0175,0.0082,0.0168,0.0128
9415,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009415.jpg,0.0031,0.0052,0.006,0.0001,0.0006,0.0039
9416,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009416.jpg,0.0,0.0,0.0,0.0,0.0,0.0
9417,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009417.jpg,0.0005,0.0003,0.0016,0.0001,0.0002,0.0003
9418,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009418.jpg,0.0027,0.0029,0.0041,0.0001,0.0003,0.0061
9419,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009419.jpg,0.0001,0.0001,0.0003,0.0,0.0,0.0003
9420,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009420.jpg,0.3745,0.258,0.4783,0.4513,0.2328,0.4522
9421,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009421.jpg,0.0004,0.0005,0.0004,0.0,0.0,0.0009
9422,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009422.jpg,0.0004,0.0004,0.0012,0.0,0.0002,0.0002
9423,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009423.jpg,0.0009,0.001,0.0025,0.0,0.0003,0.0006
9424,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009424.jpg,0.0004,0.0,0.0009,0.0,0.0004,0.0006
9425,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009425.jpg,0.724,0.8641,0.2026,0.9729,0.7516,0.8289
9426,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009426.jpg,0.0019,0.0001,0.0077,0.0,0.0003,0.0016
9427,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009427.jpg,0.0005,0.0008,0.0008,0.0,0.0002,0.0009
9428,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009428.jpg,0.2626,0.1174,0.7214,0.4447,0.0215,0.0079
9429,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009429.jpg,0.0029,0.0022,0.0082,0.0001,0.001,0.0031
9430,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009430.jpg,0.0014,0.0024,0.0024,0.0001,0.0002,0.0017
9431,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009431.jpg,0.0012,0.0008,0.0021,0.0,0.0002,0.0026
9432,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009432.jpg,0.0004,0.0004,0.0008,0.0001,0.0002,0.0004
9433,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009433.jpg,0.0102,0.0002,0.0397,0.0024,0.0048,0.0036
9434,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009434.jpg,0.0043,0.0052,0.004,0.0005,0.0005,0.0115
9435,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009435.jpg,0.1271,0.0008,0.307,0.0965,0.1998,0.0316
9436,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009436.jpg,0.0016,0.0021,0.0042,0.0001,0.0005,0.0014
9437,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009437.jpg,0.0004,0.0005,0.0008,0.0001,0.0001,0.0006
9438,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009438.jpg,0.0011,0.0015,0.0025,0.0001,0.0003,0.001
9439,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009439.jpg,0.0011,0.0005,0.0021,0.0002,0.0002,0.0025
9440,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009440.jpg,0.0002,0.0003,0.0002,0.0,0.0,0.0005
9441,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009441.jpg,0.016,0.0005,0.0488,0.0022,0.0078,0.0206
9442,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009442.jpg,0.0016,0.0002,0.0059,0.0001,0.0007,0.001
9443,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009443.jpg,0.0012,0.0022,0.0014,0.0001,0.0001,0.0023
9444,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009444.jpg,0.0006,0.0001,0.0018,0.0,0.0006,0.0007
9445,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009445.jpg,0.0006,0.0002,0.0016,0.0,0.0002,0.0011
9446,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009446.jpg,0.0015,0.0004,0.0061,0.0001,0.0005,0.0003
9447,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009447.jpg,0.0003,0.0002,0.0009,0.0001,0.0001,0.0002
9448,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009448.jpg,0.0002,0.0,0.0005,0.0,0.0002,0.0004
9449,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009449.jpg,0.0383,0.0053,0.1061,0.001,0.0568,0.0223
9450,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009450.jpg,0.0003,0.0,0.0004,0.0,0.0002,0.0007
9451,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009451.jpg,0.0044,0.0093,0.0053,0.0001,0.0003,0.007
9452,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009452.jpg,0.0003,0.0004,0.0007,0.0,0.0001,0.0003
9453,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009453.jpg,0.002,0.0003,0.0062,0.0,0.0006,0.0027
9454,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009454.jpg,0.0004,0.0002,0.0004,0.0,0.0,0.0014
9455,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009455.jpg,0.0007,0.0005,0.0022,0.0,0.0001,0.0005
9456,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009456.jpg,0.0027,0.0002,0.0058,0.0002,0.001,0.0061
9457,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009457.jpg,0.0006,0.0002,0.0012,0.0005,0.0003,0.0009
9458,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009458.jpg,0.0004,0.0,0.0008,0.0,0.0001,0.0009
9459,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009459.jpg,0.0033,0.0007,0.0108,0.0006,0.002,0.0024
9460,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009460.jpg,0.0054,0.0089,0.013,0.0002,0.0007,0.004
9461,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009461.jpg,0.0036,0.003,0.0111,0.0003,0.0005,0.003
9462,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009462.jpg,0.0056,0.0071,0.0048,0.0004,0.0009,0.015
9463,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009463.jpg,0.0003,0.0006,0.0007,0.0,0.0001,0.0004
9464,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009464.jpg,0.029,0.0154,0.069,0.0107,0.028,0.0219
9465,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009465.jpg,0.0011,0.0002,0.0038,0.0001,0.0005,0.0009
9466,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009466.jpg,0.0002,0.0001,0.0003,0.0,0.0,0.0008
9467,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009467.jpg,0.0016,0.0004,0.0064,0.0001,0.0005,0.0006
9468,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009468.jpg,0.7051,0.3537,0.642,0.9152,0.7546,0.8599
9469,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009469.jpg,0.0001,0.0001,0.0005,0.0,0.0001,0.0
9470,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009470.jpg,0.0014,0.0011,0.005,0.0001,0.0003,0.0005
9471,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009471.jpg,0.004,0.0018,0.0082,0.0005,0.0042,0.0052
9472,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009472.jpg,0.0225,0.0819,0.0188,0.0006,0.006,0.0055
9473,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009473.jpg,0.0002,0.0001,0.0005,0.0,0.0001,0.0003
9474,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009474.jpg,0.0029,0.001,0.0103,0.0007,0.0004,0.0022
9475,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009475.jpg,0.0006,0.0009,0.0008,0.0,0.0001,0.0011
9476,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009476.jpg,0.0004,0.0001,0.0008,0.0,0.0001,0.0009
9477,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009477.jpg,0.0006,0.0002,0.0018,0.0001,0.0003,0.0004
9478,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009478.jpg,0.0321,0.0015,0.1466,0.0002,0.0039,0.0082
9479,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009479.jpg,0.0011,0.0001,0.0016,0.0001,0.0002,0.0035
9480,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009480.jpg,0.0029,0.001,0.0052,0.0002,0.0018,0.0064
9481,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009481.jpg,0.0011,0.0037,0.0004,0.0,0.0001,0.0011
9482,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009482.jpg,0.0051,0.0034,0.019,0.0001,0.0011,0.0022
9483,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009483.jpg,0.0008,0.0002,0.0024,0.0002,0.0002,0.0012
9484,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009484.jpg,0.0013,0.0003,0.0045,0.0001,0.0002,0.0016
9485,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009485.jpg,0.0134,0.0016,0.0153,0.0003,0.0033,0.0467
9486,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009486.jpg,0.0004,0.0004,0.0009,0.0001,0.0001,0.0006
9487,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009487.jpg,0.002,0.0025,0.0035,0.0004,0.0001,0.0033
9488,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009488.jpg,0.0004,0.0009,0.0008,0.0001,0.0001,0.0003
9489,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009489.jpg,0.0177,0.0451,0.0081,0.03,0.0008,0.0046
9490,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009490.jpg,0.0003,0.0002,0.0004,0.0,0.0001,0.0006
9491,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009491.jpg,0.0001,0.0,0.0002,0.0,0.0,0.0001
9492,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009492.jpg,0.0075,0.0002,0.0144,0.0174,0.0016,0.0038
9493,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009493.jpg,0.0011,0.0004,0.0027,0.0005,0.0005,0.0015
9494,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009494.jpg,0.0008,0.0002,0.0011,0.0001,0.0001,0.0024
9495,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009495.jpg,0.0172,0.0142,0.0529,0.0142,0.0012,0.0033
9496,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009496.jpg,0.0005,0.0003,0.0017,0.0,0.0002,0.0002
9497,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009497.jpg,0.0007,0.0005,0.0018,0.0,0.0003,0.001
9498,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009498.jpg,0.0023,0.0031,0.0037,0.0007,0.0007,0.0034
9499,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009499.jpg,0.0002,0.0,0.0003,0.0,0.0002,0.0003
9500,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009500.jpg,0.0005,0.0001,0.0013,0.0,0.0006,0.0003
9501,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009501.jpg,0.0002,0.0004,0.0004,0.0,0.0,0.0003
9502,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009502.jpg,0.0002,0.0001,0.0005,0.0,0.0001,0.0004
9503,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009503.jpg,0.0002,0.0,0.0002,0.0,0.0001,0.0006
9504,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009504.jpg,0.0016,0.0035,0.0029,0.0001,0.0003,0.0011
9505,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009505.jpg,0.0019,0.001,0.0053,0.0001,0.0,0.0029
9506,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009506.jpg,0.0004,0.0001,0.0015,0.0,0.0,0.0002
9507,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009507.jpg,0.0001,0.0001,0.0001,0.0,0.0,0.0002
9508,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009508.jpg,0.0019,0.0015,0.0034,0.0002,0.0012,0.003
9509,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009509.jpg,0.0001,0.0002,0.0001,0.0,0.0,0.0002
9510,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009510.jpg,0.0035,0.001,0.008,0.0001,0.0022,0.0064
9511,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009511.jpg,0.0007,0.0004,0.0024,0.0,0.0004,0.0004
9512,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/009512.jpg,0.0003,0.0005,0.0002,0.0,0.0,0.0008
