img_no,img_path,eyes_v2,eyes_v2_cnn,eyes_diff,hair_color_v2,hair_color_v2_cnn,hair_color_diff,hair_length_v2,hair_length_v2_cnn,hair_length_diff,mouth_v2,mouth_v2_cnn,mouth_diff,pose_v2,pose_v2_cnn,pose_diff,background_mean_v2,background_mean_v2_cnn,background_mean_diff,background_std_v2,background_std_v2_cnn,background_std_diff
5472,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005472.jpg,0.6797,0.935,0.2553,-1.1576,-1.1791,0.0215,0.8996,0.7977,0.1019,-1.0138,-1.1012,0.0874,-0.5429,-0.5425,0.0004,0.3113,0.4496,0.1383,-0.5125,-0.6249,0.1124
5475,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005475.jpg,-0.7632,-0.5748,0.1884,0.8787,0.9086,0.0299,0.2078,0.1822,0.0256,-1.0138,-1.0098,0.004,-0.4275,-0.3455,0.082,1.545,1.4012,0.1438,-0.6182,-0.5795,0.0387
5477,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005477.jpg,0.6744,0.6564,0.018,-0.9174,-0.8402,0.0772,0.6939,0.6889,0.005,0.6636,0.3182,0.3454,-0.5551,-0.4995,0.0556,-0.8993,-1.0293,0.13,-0.7639,-0.7687,0.0048
5478,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005478.jpg,-0.049,-0.1763,0.1273,2.1402,1.9495,0.1907,-0.942,-0.8896,0.0524,1.2253,1.1291,0.0962,-0.0771,-0.1002,0.0231,1.1004,1.0599,0.0405,-0.8975,-0.5909,0.3066
5483,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005483.jpg,-0.0623,0.2056,0.2679,-1.5363,-1.4115,0.1248,0.4696,-1.3081,1.7777,1.839,1.5753,0.2637,-0.7274,-0.6921,0.0353,-1.6106,-1.8323,0.2217,0.6051,0.0354,0.5697
5484,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005484.jpg,-0.8167,-0.7855,0.0312,-0.6929,-0.7295,0.0366,0.1798,0.3724,0.1926,1.6462,1.3927,0.2535,0.4575,0.4181,0.0394,-0.3539,-0.3655,0.0116,-0.7132,-0.9773,0.2641
5486,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005486.jpg,-0.7904,-0.6844,0.106,-0.01,0.0024,0.0124,0.5537,0.4913,0.0624,1.0898,0.8903,0.1995,2.0409,2.1189,0.078,0.106,0.1163,0.0103,0.4557,0.3813,0.0744
5487,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005487.jpg,1.3498,1.0601,0.2897,-0.0096,0.0381,0.0477,0.0863,0.0583,0.028,-1.0138,-0.8827,0.1311,-0.5146,-0.552,0.0374,1.3454,1.1816,0.1638,-0.4424,-0.1519,0.2905
5490,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005490.jpg,-0.1077,-0.1652,0.0575,1.4717,1.4598,0.0119,-0.5214,-0.7153,0.1939,-0.3789,-0.2997,0.0792,0.2846,0.0765,0.2081,0.6423,0.7015,0.0592,1.268,0.9281,0.3399
5495,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005495.jpg,-0.03,-0.0589,0.0289,0.0521,0.0657,0.0136,-2.7089,-2.627,0.0819,0.5695,0.7884,0.2189,-0.4559,-0.4183,0.0376,1.5899,1.4483,0.1416,-0.8107,-1.0215,0.2108
5497,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005497.jpg,1.3806,1.1054,0.2752,-0.0736,-0.1006,0.027,0.6659,0.634,0.0319,-0.4228,-0.1607,0.2621,0.2278,0.1295,0.0983,0.2168,0.1672,0.0496,-0.344,-0.6285,0.2845
5498,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005498.jpg,1.3688,1.5347,0.1659,-0.2593,-0.4559,0.1966,-2.8024,-2.9708,0.1684,-1.0138,-0.9027,0.1111,-0.1098,0.0531,0.1629,-0.7138,-0.6813,0.0325,-0.5284,-0.601,0.0726
5499,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005499.jpg,-0.0263,0.1913,0.2176,-1.0987,-1.2726,0.1739,0.722,0.8752,0.1532,-1.0138,-0.8526,0.1612,0.7434,0.7197,0.0237,-0.7088,-0.5946,0.1142,1.8311,1.5803,0.2508
5500,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005500.jpg,1.8234,2.0026,0.1792,-0.5209,-0.5822,0.0613,0.133,0.2468,0.1138,-1.0138,-1.0281,0.0143,0.8219,0.6822,0.1397,0.1974,0.2004,0.003,1.9621,1.9164,0.0457
5501,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005501.jpg,2.0452,2.6105,0.5653,-0.499,-0.5342,0.0352,0.0582,0.2698,0.2116,-1.0138,-1.04,0.0262,-0.4201,-0.41,0.0101,-0.7185,-0.6449,0.0736,0.1132,0.0855,0.0277
5502,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005502.jpg,-0.0303,0.3522,0.3825,-0.1432,-0.1562,0.013,0.3854,0.6177,0.2323,-1.0138,-0.4356,0.5782,-0.185,-0.2413,0.0563,0.7001,0.8288,0.1287,0.3388,-0.15,0.4888
5503,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005503.jpg,0.6786,0.456,0.2226,-0.8779,-0.8846,0.0067,-2.7089,-2.5505,0.1584,1.2093,1.3132,0.1039,0.6921,0.5081,0.184,-1.6658,-1.8747,0.2089,-0.6368,-0.8095,0.1727
5506,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005506.jpg,-2.1933,-2.119,0.0743,-0.9527,-0.9942,0.0415,0.4883,0.6184,0.1301,-0.4652,-0.5307,0.0655,0.384,0.2614,0.1226,-1.002,-1.2286,0.2266,-0.8862,-1.0084,0.1222
5507,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005507.jpg,1.3959,1.2749,0.121,1.5985,1.3806,0.2179,-1.2319,-1.3028,0.0709,0.8692,0.7007,0.1685,-0.1067,-0.2132,0.1065,-1.2617,-1.2791,0.0174,-0.7794,-0.8292,0.0498
5510,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005510.jpg,-1.5225,-1.5247,0.0022,1.9609,2.1016,0.1407,0.507,0.6024,0.0954,-0.9761,-0.7454,0.2307,2.0382,1.8636,0.1746,1.547,1.0496,0.4974,-0.7196,-0.7422,0.0226
5512,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005512.jpg,0.6273,0.5523,0.075,0.2551,0.1188,0.1363,-1.7554,-2.1541,0.3987,0.6631,0.4722,0.1909,-0.4299,-0.4461,0.0162,0.7412,0.9195,0.1783,1.9521,1.2724,0.6797
5513,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005513.jpg,0.6904,0.6429,0.0475,1.1774,1.21,0.0326,1.0585,1.0229,0.0356,-0.3248,-0.501,0.1762,0.0027,-0.0929,0.0956,-0.4702,-0.5361,0.0659,-0.8176,-0.7964,0.0212
5515,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005515.jpg,-0.0311,-0.1599,0.1288,-0.0826,-0.2915,0.2089,-0.3437,-0.5213,0.1776,-1.0138,-0.9711,0.0427,0.0433,0.0775,0.0342,0.4428,0.4594,0.0166,0.4368,0.7035,0.2667
5516,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005516.jpg,-0.0424,0.1032,0.1456,0.4517,0.3765,0.0752,-0.4092,-0.3335,0.0757,1.3916,1.6924,0.3008,0.3049,0.2016,0.1033,1.6144,1.6488,0.0344,-0.9672,-1.4771,0.5099
5519,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005519.jpg,-0.7665,-0.9625,0.196,-0.4983,-0.4684,0.0299,0.7126,0.9547,0.2421,1.1048,1.3377,0.2329,-0.6049,-0.7475,0.1426,-0.1612,-0.2131,0.0519,0.2847,0.0474,0.2373
5522,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005522.jpg,-0.7804,-0.596,0.1844,0.4182,0.214,0.2042,0.2265,0.191,0.0355,1.6081,1.5858,0.0223,-0.0546,-0.1937,0.1391,1.2906,1.4239,0.1333,0.3429,0.3029,0.04
5523,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005523.jpg,0.6774,1.4504,0.773,0.2843,0.0679,0.2164,0.5257,0.4704,0.0553,0.9972,0.7875,0.2097,-0.188,-0.1755,0.0125,-1.4351,-1.3883,0.0468,-0.8453,-0.6125,0.2328
5524,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005524.jpg,-0.0295,-0.3043,0.2748,-0.683,-0.919,0.236,0.32,0.4105,0.0905,-0.6742,-0.7272,0.053,0.0078,-0.0055,0.0133,-0.6021,-0.5469,0.0552,-0.1385,-0.158,0.0195
5525,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005525.jpg,-1.4824,-0.8611,0.6213,-0.6632,-0.6017,0.0615,0.5724,0.6718,0.0994,1.1546,1.0679,0.0867,-0.3547,-0.2796,0.0751,1.0635,1.0518,0.0117,-0.893,-0.7646,0.1284
5529,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005529.jpg,1.2557,1.1887,0.067,1.5378,1.6484,0.1106,-0.5214,-0.5279,0.0065,-1.001,-0.9071,0.0939,9.2887,9.4464,0.1577,0.9449,0.9283,0.0166,0.2075,-0.1828,0.3903
5531,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005531.jpg,-0.0726,0.0056,0.0782,3.4424,3.1782,0.2642,-2.5032,-2.4154,0.0878,1.629,1.572,0.057,-0.7135,-0.7603,0.0468,0.4747,0.4409,0.0338,-0.2564,-0.2245,0.0319
5532,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005532.jpg,-1.4747,-1.3404,0.1343,1.6795,1.5427,0.1368,-1.2505,-1.2739,0.0234,1.3519,1.4189,0.067,-0.8615,-0.6074,0.2541,1.0794,0.9014,0.178,0.2974,0.2105,0.0869
5534,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005534.jpg,0.6219,0.4821,0.1398,-1.3543,-1.2199,0.1344,-1.961,-2.3136,0.3526,0.498,0.5417,0.0437,-0.3192,-0.3583,0.0391,-0.0236,-0.3057,0.2821,1.3543,1.2029,0.1514
5536,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005536.jpg,0.6591,0.7094,0.0503,1.8635,2.0334,0.1699,0.3948,0.3864,0.0084,0.381,0.4277,0.0467,-0.137,-0.0822,0.0548,1.1727,0.9956,0.1771,-0.8889,-1.0949,0.206
5537,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005537.jpg,1.3066,1.7186,0.412,1.5905,1.5299,0.0606,0.9931,0.9758,0.0173,-1.0138,-1.0485,0.0347,-0.187,-0.1343,0.0527,-1.1092,-1.1497,0.0405,-0.9278,-0.8299,0.0979
5538,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005538.jpg,0.6893,0.6284,0.0609,-0.3445,-0.2285,0.116,0.6098,0.8014,0.1916,-1.0138,-0.8648,0.149,0.6321,0.6818,0.0497,-0.0166,0.1509,0.1675,2.2136,2.1735,0.0401
5539,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005539.jpg,-0.7866,-0.4154,0.3712,1.6028,1.5085,0.0943,-1.0823,-1.0391,0.0432,-0.1815,-0.474,0.2925,-0.5865,-0.5524,0.0341,-0.1551,0.0458,0.2009,0.9379,0.6362,0.3017
5542,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005542.jpg,-0.831,-1.1672,0.3362,-0.0066,0.1013,0.1079,0.7594,0.8591,0.0997,1.6041,1.7312,0.1271,1.7364,1.618,0.1184,0.9359,0.7263,0.2096,-0.7157,-0.5804,0.1353
5543,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005543.jpg,2.0843,2.0245,0.0598,-0.3958,-0.4506,0.0548,0.9183,1.116,0.1977,-0.0861,-0.3241,0.238,0.0625,0.1173,0.0548,0.1727,0.9294,0.7567,2.1048,0.9421,1.1627
5546,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005546.jpg,0.6591,0.6234,0.0357,0.6609,0.623,0.0379,0.8996,0.7641,0.1355,-0.0958,0.0821,0.1779,-0.4384,-0.4409,0.0025,1.3371,1.3179,0.0192,-0.5313,-0.4583,0.073
5549,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005549.jpg,-0.7619,-0.8194,0.0575,-0.7183,-0.8898,0.1715,0.5163,0.4411,0.0752,-0.9324,-0.8522,0.0802,-0.2963,-0.3154,0.0191,-0.0979,-0.0352,0.0627,0.5531,0.6683,0.1152
5550,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005550.jpg,-0.7632,-0.4637,0.2995,-1.0402,-1.1686,0.1284,0.6192,0.8038,0.1846,0.6637,0.5942,0.0695,1.4703,1.4939,0.0236,-0.8413,-0.467,0.3743,0.6175,0.719,0.1015
5551,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005551.jpg,-1.5313,-1.4172,0.1141,-1.043,-1.3237,0.2807,-0.914,-0.8919,0.0221,1.087,1.1719,0.0849,0.2787,0.2044,0.0743,0.1189,0.0763,0.0426,-0.1805,0.0665,0.247
5554,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005554.jpg,-0.7937,-0.7566,0.0371,-1.0133,-0.8484,0.1649,0.7781,0.882,0.1039,0.4535,0.3689,0.0846,-0.1571,-0.168,0.0109,0.5959,0.7057,0.1098,-0.2881,-0.2394,0.0487
5555,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005555.jpg,1.3336,1.2798,0.0538,0.4681,0.3697,0.0984,-1.9797,-2.2062,0.2265,-1.0138,-0.8199,0.1939,-0.5949,-0.4662,0.1287,-0.24,-0.2304,0.0096,0.3379,0.3683,0.0304
5557,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005557.jpg,-0.7619,-0.4398,0.3221,1.4823,1.5194,0.0371,-0.6148,-0.5731,0.0417,0.9013,0.8992,0.0021,-0.4531,-0.4577,0.0046,1.0357,0.9227,0.113,-0.9718,-0.8204,0.1514
5558,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005558.jpg,1.267,1.0944,0.1726,-0.6906,-0.7302,0.0396,0.1704,0.2775,0.1071,-1.0138,-1.0868,0.073,-0.5035,-0.5327,0.0292,1.2212,1.0667,0.1545,0.119,-0.0222,0.1412
5560,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005560.jpg,-0.0653,0.0858,0.1511,-0.8317,-0.7677,0.064,1.1146,1.0808,0.0338,-0.9174,-0.7144,0.203,1.9227,1.9887,0.066,-1.3204,-1.04,0.2804,-0.7084,-0.7131,0.0047
5561,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005561.jpg,1.2983,1.2985,0.0002,0.7495,0.5938,0.1557,0.5444,0.5235,0.0209,-1.0138,-0.9275,0.0863,-0.4329,-0.5481,0.1152,-1.4923,-1.401,0.0913,-0.4738,-0.522,0.0482
5564,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005564.jpg,0.6889,0.5185,0.1704,-0.4502,-0.3241,0.1261,-1.5684,-1.4467,0.1217,1.2267,1.2836,0.0569,-0.7751,-0.6319,0.1432,1.0647,1.2293,0.1646,-0.5562,-0.3543,0.2019
5566,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005566.jpg,0.6774,0.6076,0.0698,-0.5953,-0.3148,0.2805,-1.5497,-1.9141,0.3644,1.2542,1.0065,0.2477,-0.2616,-0.3504,0.0888,1.4405,1.3822,0.0583,-0.5758,-0.8174,0.2416
5568,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005568.jpg,-0.7632,-1.4095,0.6463,-1.1336,-1.2433,0.1097,0.4228,0.2313,0.1915,-1.0138,-1.1302,0.1164,0.8042,0.8235,0.0193,-0.0561,0.0781,0.1342,-0.7192,-0.6975,0.0217
5571,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005571.jpg,-0.7866,-1.066,0.2794,-0.1741,-0.1223,0.0518,-0.1661,-0.2896,0.1235,1.6244,1.3057,0.3187,0.077,0.152,0.075,-1.6568,-1.505,0.1518,-0.9548,-1.0029,0.0481
5572,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005572.jpg,0.6901,0.8301,0.14,0.7109,0.6929,0.018,0.5257,0.5738,0.0481,-1.0138,-1.0487,0.0349,-0.3821,-0.5377,0.1556,0.0642,-0.1046,0.1688,-0.8895,-0.8475,0.042
5573,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005573.jpg,2.0882,1.4735,0.6147,0.3676,0.453,0.0854,0.292,0.2114,0.0806,0.2892,0.331,0.0418,-0.1867,-0.1635,0.0232,1.1299,1.0802,0.0497,0.1106,-0.0611,0.1717
5574,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005574.jpg,1.3396,1.4126,0.073,-0.7991,-0.7278,0.0713,0.4228,0.2478,0.175,1.267,1.3273,0.0603,-0.4732,-0.5267,0.0535,1.6092,1.9137,0.3045,-0.9107,-0.9794,0.0687
5575,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005575.jpg,0.6901,0.5859,0.1042,-1.2518,-1.4079,0.1561,0.7594,0.5755,0.1839,-0.9691,-0.8123,0.1568,0.1344,0.236,0.1016,-1.5819,-1.44,0.1419,-0.1626,0.2534,0.416
5578,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005578.jpg,-0.7588,-0.6698,0.089,-0.7757,-0.8828,0.1071,0.1611,0.2437,0.0826,1.276,1.2276,0.0484,0.2112,0.1405,0.0707,-0.7186,-0.9742,0.2556,0.8611,1.4475,0.5864
5583,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005583.jpg,2.1127,1.9173,0.1954,-0.162,-0.2399,0.0779,0.5537,0.433,0.1207,-1.0138,-1.1027,0.0889,-0.6905,-0.7059,0.0154,-1.5697,-1.7084,0.1387,-0.9382,-1.1811,0.2429
5588,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005588.jpg,0.6498,0.4034,0.2464,0.0385,0.1092,0.0707,-1.5684,-0.6678,0.9006,0.1625,0.1746,0.0121,-0.4147,-0.4658,0.0511,1.3711,1.1999,0.1712,-0.8001,-0.0367,0.7634
5591,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005591.jpg,-0.0897,0.0974,0.1871,-0.8728,-0.7212,0.1516,0.722,0.7955,0.0735,-1.0138,-1.1405,0.1267,0.0278,-0.0563,0.0841,0.3456,0.2162,0.1294,1.3715,1.0475,0.324
5592,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005592.jpg,-0.7608,-0.2198,0.541,1.409,1.5116,0.1026,-1.101,-1.4121,0.3111,1.0959,1.0972,0.0013,-0.001,-0.0478,0.0468,0.6261,0.7616,0.1355,-0.728,-0.8599,0.1319
5595,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005595.jpg,-1.4801,-1.331,0.1491,-1.4954,-1.3841,0.1113,-0.1287,-0.1869,0.0582,-1.0138,-0.8866,0.1272,-0.4591,-0.4673,0.0082,0.5019,0.4121,0.0898,-0.5988,-0.0793,0.5195
5596,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005596.jpg,2.116,1.8051,0.3109,0.5627,0.5287,0.034,0.5537,0.4303,0.1234,-0.5385,-0.7079,0.1694,-0.7511,-0.7285,0.0226,-1.0586,-0.9581,0.1005,-0.7813,-0.2701,0.5112
5598,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005598.jpg,-0.7588,-0.6977,0.0611,0.8162,0.6825,0.1337,0.1237,-0.1824,0.3061,0.1111,0.113,0.0019,-0.0747,-0.0856,0.0109,1.4603,1.3812,0.0791,-0.3589,-0.2721,0.0868
5606,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005606.jpg,0.6533,0.403,0.2503,-0.1802,-0.2821,0.1019,0.9183,0.7726,0.1457,-1.0138,-1.0604,0.0466,0.1458,0.1059,0.0399,-0.4543,-0.5605,0.1062,-0.6325,-0.6788,0.0463
5607,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005607.jpg,-0.7608,-0.8154,0.0546,-0.3747,-0.4949,0.1202,0.3107,0.3782,0.0675,-1.0138,-0.9007,0.1131,-0.4176,-0.4513,0.0337,1.1083,0.9028,0.2055,0.8414,0.8361,0.0053
5614,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005614.jpg,-0.1009,-0.1404,0.0395,-1.1103,-1.0462,0.0641,0.133,0.23,0.097,0.2754,0.0884,0.187,-0.2327,-0.2423,0.0096,0.9727,0.8563,0.1164,-0.1742,-0.4459,0.2717
5615,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005615.jpg,0.6884,0.6294,0.059,-0.5242,-0.4848,0.0394,-0.0913,-0.1382,0.0469,-1.0138,-1.0064,0.0074,-0.7219,-0.7358,0.0139,-0.3715,-0.575,0.2035,-0.4374,-0.4324,0.005
5616,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005616.jpg,-0.0298,-0.3772,0.3474,1.5366,1.5811,0.0445,0.507,0.4093,0.0977,1.2633,1.4103,0.147,-0.371,-0.4518,0.0808,0.6552,0.6656,0.0104,-0.678,-0.9087,0.2307
5619,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005619.jpg,0.6273,0.8442,0.2169,-0.2654,-0.3631,0.0977,1.0024,0.8043,0.1981,-1.0138,-0.7502,0.2636,-0.219,-0.2131,0.0059,-0.8322,-0.6737,0.1585,-0.7448,-0.6969,0.0479
5628,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005628.jpg,0.6533,0.5134,0.1399,0.5763,0.5704,0.0059,-0.8018,-0.6963,0.1055,1.4483,1.7094,0.2611,-0.6879,-0.7607,0.0728,0.5117,0.8326,0.3209,-0.2327,-0.4867,0.254
5630,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005630.jpg,-0.7665,-0.6487,0.1178,0.3149,0.3602,0.0453,0.6005,0.7522,0.1517,-1.0138,-0.9726,0.0412,-0.1048,-0.1222,0.0174,-1.2082,-1.2978,0.0896,-0.4479,-0.1733,0.2746
5636,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005636.jpg,0.6786,0.5479,0.1307,-0.1378,-0.1923,0.0545,0.8435,1.0042,0.1607,-1.0138,-0.9446,0.0692,-0.8536,-0.6454,0.2082,-1.4885,-1.3463,0.1422,-0.4113,0.2069,0.6182
5637,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/005637.jpg,-0.0726,-0.1512,0.0786,-0.2561,-0.1908,0.0653,0.1424,0.181,0.0386,-0.1075,0.1095,0.217,-1.0859,-1.0462,0.0397,-0.9205,-0.7317,0.1888,-0.5734,-0.1996,0.3738
