img_no,img_path,eyes_score,hair_color_score,hair_length_score,mouth_score,pose_score,background_mean_score,background_std_score
6229,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006229.jpg,0.1992,-0.4262,0.9724,-0.8224,-0.6282,0.9962,-0.4864
6232,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006232.jpg,1.9891,-0.1042,0.4719,-1.1341,0.0478,-0.8599,-0.9336
6233,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006233.jpg,0.3845,1.7238,0.9542,1.5292,-0.5256,-0.2152,2.6568
6236,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006236.jpg,0.3321,0.3588,0.1481,1.0089,4.0849,0.9683,1.0631
6237,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006237.jpg,0.1699,-1.4893,0.5558,-0.9831,-0.5316,0.1537,-0.164
6238,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006238.jpg,-1.4203,-0.5102,0.3003,1.0679,-0.9256,-1.4339,-0.5672
6242,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006242.jpg,-1.0846,0.5416,0.4054,-0.0997,-1.5052,-1.1336,0.6291
6247,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006247.jpg,0.5784,2.3566,0.9328,-0.7124,-0.3919,-0.6635,0.0369
6251,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006251.jpg,-0.1468,-0.0889,0.7348,-1.2142,-0.5002,0.344,-0.7331
6254,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006254.jpg,1.1464,-0.5113,-0.2338,-0.67,-0.4353,0.2544,-0.2408
6255,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006255.jpg,0.5177,0.3151,-0.06,-0.8216,-0.3836,0.3118,-0.4607
6258,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006258.jpg,2.0906,2.3829,-0.4785,-0.7725,-0.6314,2.0285,-0.4051
6260,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006260.jpg,-0.618,-1.0191,0.578,0.8596,-0.2498,1.1845,-0.4869
6266,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006266.jpg,-2.3739,-0.9284,-0.0956,3.4307,-0.8272,1.1533,-0.8806
6268,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006268.jpg,0.518,0.1962,-0.4796,-1.0005,1.9787,0.1692,-1.0309
6276,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006276.jpg,-0.7478,0.924,0.4296,0.9239,-0.3686,-0.41,-0.8245
6277,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006277.jpg,-0.0432,-0.6357,0.1199,0.2189,-0.4791,-0.1762,3.294
6278,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006278.jpg,1.4996,0.2404,-1.1305,-0.615,-0.6435,0.3524,-1.0477
6286,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006286.jpg,0.2738,-0.0768,-0.6533,1.1207,-0.6365,0.5941,0.3361
6288,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006288.jpg,-1.716,-0.4583,0.6957,-0.8643,-0.1885,0.8876,-0.4355
6289,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006289.jpg,0.3678,1.1096,0.7772,-0.8157,-0.6481,0.2557,-0.2321
6290,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006290.jpg,-0.0264,-0.7663,0.766,1.2674,0.2539,1.2694,-0.093
6292,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006292.jpg,0.2231,0.9129,0.6611,-0.9908,-0.4125,0.9168,-0.1939
6294,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006294.jpg,-0.0705,1.6025,0.3103,-0.4491,-0.0729,-0.1775,0.3528
6295,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006295.jpg,1.2958,1.0628,-0.6382,-0.5798,-0.2963,1.1548,-0.7633
6296,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006296.jpg,-0.4912,-1.0022,0.6202,-1.0121,-0.1769,0.3658,1.5113
6297,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006297.jpg,-0.2474,0.6256,-0.4276,1.4675,-0.3077,-0.0262,2.0369
6298,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006298.jpg,-0.322,-0.9785,-0.3878,0.9243,0.0364,-0.3141,2.0777
6299,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006299.jpg,0.8457,0.6547,0.55,1.4575,-0.172,0.2224,0.2588
6300,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006300.jpg,-0.8448,-0.7911,0.5564,1.3738,-0.4374,0.9051,-0.3144
6301,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006301.jpg,0.9776,-0.9019,0.5704,-0.9222,-0.3983,-1.2435,-0.826
6302,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006302.jpg,1.8726,-1.1608,0.9584,-1.1154,-0.5287,1.0365,-0.5482
6303,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006303.jpg,0.687,-1.1182,-0.3737,-0.689,0.1808,-0.0831,-0.3924
6305,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006305.jpg,1.017,-0.0583,-1.994,-1.0705,-0.6551,0.9219,-0.2852
6308,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006308.jpg,0.999,-0.1692,0.5452,-0.8476,-0.4475,-0.7419,-0.7303
6309,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006309.jpg,0.6446,-1.0656,-0.3794,-0.8365,0.163,1.0708,-0.7844
6310,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006310.jpg,0.212,0.535,-0.0067,-1.1951,-0.2911,-1.1012,0.6789
6314,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006314.jpg,1.0988,2.5601,0.9714,-1.0942,-0.4573,1.3224,-0.6361
6317,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006317.jpg,0.2739,-1.2801,-2.1189,-0.9979,-0.4366,0.2636,2.4419
6319,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006319.jpg,0.1504,-1.3728,-0.1039,0.5618,0.0324,-1.5036,-0.6566
6320,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006320.jpg,-0.2666,2.1304,0.1114,1.3862,-0.2679,1.1874,0.5094
6323,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006323.jpg,0.7969,0.3797,1.2007,0.4699,-0.3052,-0.4523,0.1229
6324,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006324.jpg,1.5938,0.463,-0.0957,0.7718,1.0661,-0.7939,-0.4694
6325,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006325.jpg,1.7374,0.8339,0.3672,-0.8908,-0.366,-1.5046,-0.3581
6326,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006326.jpg,1.1055,-0.4107,-0.0556,0.7681,-0.9168,0.1775,-0.5272
6328,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006328.jpg,0.8362,-0.8403,0.4735,-1.0669,-0.3967,1.3109,-0.8364
6329,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006329.jpg,1.2433,-0.1386,0.2452,-0.5004,-0.7055,0.8655,-1.0857
6330,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006330.jpg,-2.2628,1.0242,-3.1437,1.0928,0.025,0.6028,1.6949
6331,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006331.jpg,-0.6981,-1.1239,0.642,-1.0491,-0.0204,0.0157,1.1896
6335,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006335.jpg,-1.2483,-0.8902,0.2618,1.1341,-0.1248,0.3644,-0.474
6342,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006342.jpg,-0.3765,-1.1726,0.737,0.2643,-1.2746,-1.1502,-0.7996
6350,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006350.jpg,-0.0462,-0.3597,-0.5043,-0.7741,0.2036,-0.2559,-0.5993
6351,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006351.jpg,-0.702,-0.9807,0.0113,1.1869,1.4253,-0.1017,0.4056
6353,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006353.jpg,1.6899,-1.0746,0.6914,-0.2654,-0.4437,-1.5556,-0.2688
6356,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006356.jpg,0.0757,0.0332,0.2654,-0.9107,-0.1418,-0.2065,0.6435
6358,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006358.jpg,-1.3177,0.4412,-0.0491,0.8228,0.6322,0.8273,-0.3114
6361,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006361.jpg,-0.1312,-0.8213,0.1049,-1.0444,-0.504,0.9646,-0.4679
6365,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006365.jpg,-0.0122,-0.5106,0.0379,1.5938,-0.2906,-1.2936,-0.5435
6369,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006369.jpg,0.8569,-0.7796,0.4656,-0.999,0.4066,-1.2886,-0.8368
6370,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006370.jpg,0.7359,0.426,-1.8927,0.5457,-0.2128,0.7562,1.4415
6372,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006372.jpg,1.8724,0.622,0.0356,-0.9825,-0.3824,-1.282,-0.8935
6376,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006376.jpg,-0.6345,0.0601,-1.2261,1.1889,-0.7045,-1.1605,-0.4563
6378,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006378.jpg,-1.2924,-0.2202,-0.9405,1.3731,0.0691,0.9222,1.3789
6380,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006380.jpg,-0.0261,-0.2695,0.6956,1.6458,-0.5018,-1.1067,-0.6969
6382,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006382.jpg,0.0906,0.8412,1.2853,-0.5028,0.2977,-1.2922,0.0843
6388,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006388.jpg,-0.7615,-0.7389,-0.3538,-0.6214,-0.5543,-1.3842,-0.4979
6389,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006389.jpg,-0.8122,0.3734,0.679,1.5369,-0.5042,-0.3454,-0.1672
6398,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006398.jpg,-1.0238,0.0277,0.3999,0.9912,-0.2906,-0.5041,2.8314
6399,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006399.jpg,-0.3127,1.4583,0.6329,1.0638,0.3819,1.2399,-0.4217
6400,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006400.jpg,0.1219,0.3407,-0.3461,0.5287,-0.2233,-1.8371,-0.3333
6404,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006404.jpg,-1.1071,-0.6403,0.4261,1.1002,0.1468,-0.4861,-0.1695
6411,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006411.jpg,0.1762,-0.4751,0.4933,-0.9639,-0.2083,0.4773,-0.5124
6412,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006412.jpg,0.0283,-0.6524,-0.2786,1.6072,-0.2893,0.8539,1.5073
6413,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006413.jpg,-0.7083,-0.8987,-1.3322,0.3659,-0.2451,0.6554,2.5992
6415,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006415.jpg,0.0973,0.3101,-0.7087,-0.4517,-0.0067,-0.4884,-0.425
6416,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006416.jpg,-0.5321,-0.3652,0.4737,0.991,-0.3732,-0.7652,-0.6159
6417,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006417.jpg,-0.565,0.6188,-2.7513,-0.9241,0.807,-1.3925,0.295
6420,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006420.jpg,0.512,0.8234,0.8135,-0.8407,-0.6882,1.701,-0.8867
6421,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006421.jpg,1.9163,-1.1252,0.9479,-0.9623,1.5827,0.3176,-0.39
6422,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006422.jpg,0.1558,-0.8431,0.9382,-0.5365,-0.4536,-0.0851,-1.0882
6423,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006423.jpg,0.7052,-0.118,0.3016,-0.9386,0.614,-1.5047,0.5529
6425,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006425.jpg,-0.1165,-0.7296,0.0978,0.9715,-0.3537,1.0147,-0.0901
6428,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006428.jpg,0.6596,-1.1842,-0.8551,-0.9886,0.108,-0.0116,0.6165
6429,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006429.jpg,-1.5839,0.2686,-1.625,-0.8732,0.3323,0.1155,0.8668
6431,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006431.jpg,1.6493,0.0894,0.534,-0.1557,-0.1165,0.5315,-0.581
6433,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006433.jpg,-1.4315,0.025,0.3321,0.7939,0.388,-1.8841,-0.4129
6435,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006435.jpg,-0.635,0.702,-1.7063,-1.0955,0.8329,1.0123,-0.9212
6443,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006443.jpg,-0.279,-0.4345,0.9072,1.0144,-0.604,-0.6761,0.4932
6445,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006445.jpg,-0.3127,-0.9778,1.1998,0.5087,1.2382,0.4882,-0.816
6448,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006448.jpg,1.5745,0.04,0.1732,-1.1208,-0.1958,-1.8234,-0.1739
6451,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006451.jpg,1.055,1.1606,-0.8011,-0.1601,-0.8265,-0.1434,0.8621
6455,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006455.jpg,-0.1287,-0.6292,1.025,-1.0007,-0.6615,-0.223,-0.1975
6460,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006460.jpg,0.4439,0.8891,-2.8473,1.4128,0.0285,0.7736,0.0927
6461,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006461.jpg,1.0163,1.3541,0.4986,0.2339,-0.1456,0.8179,1.4106
6464,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006464.jpg,-1.217,-0.5937,1.016,-1.2554,1.2718,0.1728,-0.4715
6465,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006465.jpg,1.0213,-0.7366,0.0067,-0.4392,-0.2916,0.2362,-0.7088
6466,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006466.jpg,-0.5538,0.4563,0.6845,-1.0152,-0.9118,1.3815,-0.9904
6468,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006468.jpg,-0.8521,2.2253,-0.9538,0.5502,-1.0609,1.3352,-1.006
6469,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006469.jpg,-0.0561,-1.0613,0.3571,0.5708,0.383,-0.5866,-0.3983
6470,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006470.jpg,-0.5247,1.1664,-1.1899,1.177,-0.5008,0.4793,-0.3991
6471,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006471.jpg,-0.1911,-0.802,-0.0521,-0.9938,-1.599,0.0909,0.5416
6472,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006472.jpg,0.9625,-0.3298,0.5511,-0.9672,-0.4772,1.2027,0.2374
6475,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006475.jpg,-0.1762,-0.6172,-0.7874,0.2228,0.1476,1.0033,-0.2912
6478,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006478.jpg,-0.3169,-0.6869,0.2894,-0.9518,0.9074,1.5019,-0.4868
6480,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006480.jpg,-1.8008,-0.7175,-0.0299,0.5914,0.6769,1.4981,-0.4646
6484,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006484.jpg,0.2072,1.9008,0.7253,0.7723,-0.46,1.13,-0.9322
6490,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006490.jpg,-0.1427,2.3045,0.9836,0.2852,0.1863,-1.5916,-0.7454
6495,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006495.jpg,0.2369,-0.0494,-2.6863,1.0544,-0.353,1.1445,-0.2497
6498,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006498.jpg,-1.9442,-0.4161,0.7363,3.1494,-0.1394,-0.7839,-0.446
6500,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006500.jpg,0.3984,0.1877,0.1439,0.9636,-0.2631,-1.6147,0.1461
6502,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006502.jpg,0.4886,-0.1307,0.3643,-1.153,-0.7441,-0.9478,1.6814
6504,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006504.jpg,-0.8257,-0.5454,-0.8525,0.458,-0.921,0.5281,0.2427
6510,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006510.jpg,0.524,-0.9257,0.4426,0.6588,-0.4132,-0.844,4.3747
6512,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006512.jpg,0.853,0.6294,0.0924,-1.1224,-0.3804,1.245,-0.8271
6513,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006513.jpg,-0.4058,-0.6674,0.2026,0.438,1.1567,0.774,0.0029
6515,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/006515.jpg,0.7067,1.8431,-1.4708,-0.513,-0.6169,-0.4875,-0.8715
